source_keyword,related_keyword,popularity,competitiveness
anime,anime games,59,61
anime,crunchyroll,73,100
anime,one piece,56,97
anime,anime wallpaper,9,58
anime,anime art,5,57
anime,anime world,28,95
anime,konosuba,23,73
anime,anime list,6,54
