source_keyword,related_keyword,popularity,competitiveness
surf forecast,surf report,34,76
surf forecast,surfing,5,77
surf forecast,magic seaweed,6,64
surf forecast,surf conditions,5,62
surf forecast,surf app,5,64
surf forecast,surf forecast app,5,59
tide app,tide alert,27,72
tide app,my tide times,12,72
tide app,tide chart,9,75
tide app,tide cleaners,15,53
tide app,tide guide,9,74
