source_keyword,related_keyword,popularity,competitiveness
sight words,starfall,57,86
sight words,abc mouse,63,92
sight words,learn to read,9,90
sight words,phonics,5,95
sight words,alphablocks,6,70
kids math,khan academy kids,58,95
kids math,splash learn,51,71
kids math,kids academy,5,75
kids math,maths for kids,6,45
kids math,mathematics for kids,5,43
kids math,kid math,5,76
kids math,fun math games,5,65
