source_keyword,related_keyword,popularity,competitiveness
savings,savings tracker,33,72
savings,expense tracker,45,91
savings,Expense Tracker:,46,61
savings,bill organizer,53,85
savings,savings account,30,86
savings,money saving app,29,95
savings,buddy,51,91
savings,savings goal,5,37
savings,daily savings challenge,5,40
savings,money saver,6,68
