source_keyword,related_keyword,popularity,competitiveness,total_results
ai photo generator,ai generator,8,96,
ai photo generator,ai art generator free,5,49,
ai photo generator,ai picture generator,50,93,
ai photo generator,ai photo generator,64,94,
ai photo generator,ai photo generator free,34,94,
ai photo generator,ai photo,50,97,
ai image generator,54,94,
ai image generator,58,94,
