source_keyword,related_keyword,popularity,competitiveness
rock identifier,crystal,29,80
rock identifier,fossil identifier,14,97
rock identifier,stone,9,83
rock identifier,gem identifier,5,69
rock identifier,mineral identifier,5,86
rock identifier,identify rocks,5,89
rock identifier,rock and mineral identifier,5,59
rock identifier,rock identifier app,5,95
