source_keyword,related_keyword,popularity,competitiveness
geoguessr,geoguesser,57,76
geoguessr,geography games,40,66
geoguessr,geoguess,9,68
geoguessr,geospy,9,49
geoguessr,learn geography,5,61
geoguessr,flags quiz,5,61
geoguessr,geography for kids,5,66
geoguessr,free geography games,5,31
