source_keyword,related_keyword,popularity,competitiveness
subscription tracker,subscription,51,92
subscription tracker,cancel subscriptions,38,87
subscription tracker,subscription cancel,31,90
subscription tracker,bobby,5,86
subscription tracker,truebill,5,89
subscription tracker,cancel subscription,5,95
subscription tracker,my subscriptions,5,94
