source_keyword,related_keyword,popularity,competitiveness
fishing,fishing games,60,66
fishing,fishing clash,53,60
fishing,fish brain,49,70
fishing,fishing planet,52,72
fishing,ice fishing,43,82
fishing,pesca,46,67
fishing,fishing app,34,78
fishing,fish finder,5,71
fishing,fly fishing,5,87
fishing,tiny fishing,7,52
fishing,fishing report,5,66
fishing,bass master fishing,5,50
