source_keyword,related_keyword,popularity,competitiveness,total_results
yoga,yoga free,5,45,
yoga,stretch,7,82,
yoga,simply yoga,5,63,
yoga,stretching,7,68,
yoga,asana rebel,9,48,
yoga,[stretching],34,40,
yoga,10 minute yoga,5,—,
yoga,learn yoga,5,—,
yoga,yoga course,5,46,
yoga,Chair yoga,5,75,
yoga,yoga guide,5,47,
yoga,yoga seniors,5,51,
yoga,yoga daily,5,35,
yoga,daily yoga free,5,60,
yoga,yoga program,5,50,
yoga,yoga women,5,54,
yoga,yoga planner,5,48,
