source_keyword,related_keyword,popularity,competitiveness
file manager,download,50,69
file manager,files manager,14,40
file manager,file finder,5,69
file manager,file management,5,67
file manager,manage files,5,70
file manager,file managers,5,74
file manager,file manager iphone,5,63
