source_keyword,related_keyword,popularity,competitiveness
hunting,onx hunt,59,77
hunting,hunting games,59,74
hunting,hunter,48,67
hunting,dino hunter,31,55
hunting,duck hunting,5,54
hunting,hunting forecast,5,58
hunting,american marksman,9,68
hunting,bigfoot,5,67
emergency app,noonlight,32,100
emergency app,panic button,5,56
emergency app,emergency,5,91
