source_keyword,related_keyword,popularity,competitiveness,total_results
insight timer,meditation,53,95,
insight timer,headspace,58,93,
insight timer,white noise,63,95,
insight timer,mindfulness,46,95,
insight timer,insight,48,77,
insight timer,buddhism,6,86,
insight timer,transcendental meditation,9,97,
insight timer,free meditation apps,7,91,
insight timer,serenity,8,57,
insight timer,7mind meditation achtsamkeit,13,40,
