source_keyword,related_keyword,popularity,competitiveness,total_results
room planner,room design,49,79,
room planner,houzz,9,94,
room planner,rooms,56,88,
room planner,room layout,5,49,
room planner,floor planner,6,60,
room planner,magicplan,46,93,
room planner,arcsite,9,41,
room planner,ohana,28,57,
room planner,ai room design,6,76,
room planner,room planner app,5,59,
room planner,ai room design free,38,74,
room planner,house design,67,68,
