source_keyword,related_keyword,popularity,competitiveness,total_results
calisthenics,exercise,5,71,
calisthenics,better me,59,66,
calisthenics,pilates,46,68,
calisthenics,betterme,46,76,
calisthenics,street workout,16,56,
calisthenics,thenx,8,53,
calisthenics,calisthenics workout,36,70,
calisthenics,wall pilates,5,72,
calisthenics,calisthenics free,5,47,
calisthenics,free wall pilates,5,48,
calisthenics,calisthenie,21,71,
