source_keyword,related_keyword,popularity,competitiveness,total_results
transcribe,voice to text,5,90,
transcribe,whisper,58,100,
transcribe,just press record,9,92,
transcribe,otter,50,89,
transcribe,transcribe speech to text,6,52,
transcribe,otter ai,57,98,
transcribe,dragon anywhere,5,69,
transcribe,transcribing,5,91,
transcribe,transcriber,5,73,
transcribe,live transcribe,9,88,
