source_keyword,related_keyword,popularity,competitiveness
mileage tracker,mileage tracker free app,31,63
mileage tracker,mile tracker,51,93
mileage tracker,mileiq,9,77
mileage tracker,triplog,8,84
mileage tracker,mileage tracker app,5,71
mileage tracker,business mileage tracker,5,80
mileage tracker,everlance,5,78
mileage tracker,stride: mileage & tax tracker,5,77
