source_keyword,related_keyword,popularity,competitiveness
sudoku,nonogram,52,67
sudoku,contraction timer,60,83
sudoku,murdoku,50,93
sudoku,sudoku free no ads,56,64
sudoku,sudoku free,40,70
sudoku,sudoku no ads,43,77
sudoku,free sudoku games,28,67
sudoku,sudoku:,69,55
sudoku,expert sudoku,5,74
sudoku,sudoku coach,5,74
sudoku,enjoy sudoku,5,69
sudoku,soduko,49,95
sudoku,nonogram,52,67
