source_keyword,related_keyword,popularity,competitiveness,total_results
gratitude journal,journal,61,92,
gratitude journal,journaling,7,79,
gratitude journal,mood tracker,5,74,
gratitude journal,morning,16,59,
gratitude journal,5 minute journal,6,78,
gratitude journal,3 good things,5,46,
gratitude journal,vision board,7,100,
gratitude journal,stoic,43,60,
gratitude journal,shadow work journal,5,54,
gratitude journal,gratitude,8,79,
