source_keyword,related_keyword,popularity,competitiveness
coloring book,color,63,96
coloring book,paint by number,56,95
coloring book,pigment,47,71
coloring book,color number,48,89
coloring book,colorare,56,82
coloring book,colorfy,5,88
coloring book,coloriage,61,81
coloring book,pintar,47,86
coloring book,lake coloring,9,71
coloring book,my coloring book,6,76
coloring book,custom coloring book,5,44
coloring book,make coloring book,5,44
coloring book,free coloring book,5,75
