source_keyword,related_keyword,popularity,competitiveness,total_results
period tracker,menstrual calendar,10,92,
period tracker,period-tracker,5,85,
period tracker,period tracker,68,80,
period tracker,period tracker free,58,87,
period tracker,period,52,96,
period tracker,period app,36,87,
period tracker,ovulationtracker,5,84,
