source_keyword,related_keyword,popularity,competitiveness
cat,cat games,67,75
cat,cat game,53,79
cat,cats and soup,55,74
cat,cute cat games,5,52
cat,kitten match,5,54
cat,my cat,5,74
cat,kleptocats,5,46
dog training,puppy training,31,82
dog training,dog clicker,7,55
dog training,dog apps,5,85
dog training,dog app,5,69
dog training,hundeo,5,39
dog training,hundetraining,11,57
puppy training,dog training,38,83
puppy training,puppr,8,78
puppy training,biscuit,5,56
