source_keyword,related_keyword,popularity,competitiveness
wordle,new york times games,57,84
wordle,crossword,62,78
wordle,site audit pro,42,64
wordle,wordwall,27,97
wordle,worldle,7,54
wordle,wordling,9,51
wordle,word cloud,5,57
