source_keyword,related_keyword,popularity,competitiveness
supplement,the vitamin shoppe,40,78
supplement,supplements,20,75
supplement,supplement tracking,5,67
supplement,supplement log,5,59
e-signature,e signature app,8,75
e-signature,electronic signature free,5,61
e-signature,esignature,5,96
e-signature,make signature,5,56
