keyword,rank,app,appstore_url,rating,ratings_count
healthy roster,1,Healthy Roster,https://apps.apple.com/us/app/,3.00,2
healthy roster,2,Sports Team Fitness Dashboard,https://apps.apple.com/us/app/,—,0
healthy roster,3,Roster Hockey,https://apps.apple.com/us/app/,5.00,1
healthy roster,4,Team Builder,https://apps.apple.com/us/app/,—,0
healthy roster,5,Injury Report,https://apps.apple.com/us/app/,—,0
