source_keyword,related_keyword,popularity,competitiveness
skateboarding,skate,55,87
skateboarding,skateboard games,41,71
skateboarding,skater xl,15,68
skateboarding,skateboard,5,80
cycling computer,cycling boost,27,70
cycling computer,strata,22,100
cycling computer,virtual cycling,10,84
cycling computer,cyclemeter cycling gps tracker,5,48
