source_keyword,related_keyword,popularity,competitiveness,total_results
mobility,stretch,7,82,
mobility,go wod,6,49,
mobility,physiapp,9,54,
mobility,the ready state,5,35,
mobility,pliability,6,55,
mobility,mobility%20coach,5,27,
mobility,umo mobility,25,51,
mobility,mobility coach,6,55,
mobility,daily mobility,5,64,
mobility,mobilité,24,56,
mobility,mobility app,5,64,
mobility,increase mobility,5,21,
