source_keyword,related_keyword,popularity,competitiveness
intermittent fasting,simple,58,73
intermittent fasting,life fasting tracker,9,58
intermittent fasting,bodyfast,7,59
intermittent fasting,fasting app,7,61
intermittent fasting,free fasting app,7,51
intermittent fasting,intervallfasten,5,48
intermittent fasting,fasting tracker free,7,54
