source_keyword,related_keyword,popularity,competitiveness
cross stitch,cross stitch pattern maker,26,54
cross stitch,stitch fiddle,8,59
cross stitch,pattern keeper,7,42
cross stitch,stitch,49,98
cross stitch,stitch fix,55,69
cross stitch,cross stitch pattern,5,56
cross stitch,cross stitch maker,5,47
cross stitch,stitchly,6,47
cross stitch,stitching,5,55
