source_keyword,related_keyword,popularity,competitiveness
word search,word search,64,96
word search,word game,47,96
word search,kreuzworträtsel,53,47
word search,mots croisés,5,82
word search,cruciverba,5,76
stock screener,day trading,51,98
stock screener,finviz,9,87
stock screener,portfolio tracker,9,79
stock screener,stock alarm,8,78
stock screener,tipranks,7,84
stock screener,stock analysis,7,83
