source_keyword,related_keyword,popularity,competitiveness
weight loss,weight loss,49,69
weight loss,weight tracker,48,86
weight loss,fitness tracker,47,95
weight loss,free workout apps,38,61
weight loss,lose it,56,80
weight loss,abs workout,9,63
weight loss,gesunde ernährung,18,56
weight loss,workout for women,7,70
weight loss,six pack,7,67
weight loss,bajar de peso,5,53
