source_keyword,related_keyword,popularity,competitiveness
net worth tracker,nerdwallet,51,95
net worth tracker,personal capital,22,90
net worth tracker,net worth,5,91
net worth tracker,wealth tracker,5,57
net worth tracker,net worth app,5,85
net worth tracker,my net worth,5,49
net worth tracker,net worth tracking,5,43
