source_keyword,related_keyword,popularity,competitiveness
rummy,gin rummy,53,72
rummy,romme,37,49
rummy,rummy 500,9,81
rummy,rummy online,5,69
rummy,classic rummy,5,64
rummy,rummy offline,5,54
rummy,skyjo,7,57
rummy,ramino,5,32
