source_keyword,related_keyword,popularity,competitiveness
coffee,beanconqueror,5,38
coffee,philz coffee,51,83
coffee,biggby coffee,49,75
coffee,black rock coffee,53,85
coffee,caribou coffee,52,88
coffee,luckin coffee,49,86
coffee,foxtail coffee,34,87
coffee,blank street coffee,48,79
coffee,ellianos coffee,38,51
coffee,coffee guide,5,49
coffee,coffee detail,5,4
