source_keyword,related_keyword,popularity,competitiveness
air fryer,cosori air fryer app,32,32
air fryer,air fryer recipes,7,65
air fryer,airfryer,8,59
air fryer,airfryer recipe,5,65
air fryer,instant air fryer,5,43
air fryer,deep fryer,5,50
air fryer,cosori air fryer,9,45
air fryer,air fryer recipes easy meal,5,43
air fryer,healthy air fryer recipes,5,47
air fryer,instant pot air fryer,5,40
air fryer,air fryer meal recipes,5,51
air fryer,air fryer recipies,5,52
air fryer,recipes air fryer,5,41
