source_keyword,related_keyword,popularity,competitiveness
ramadan,prayer times,48,65
ramadan,muslim pro,54,60
ramadan,namaz,9,75
ramadan,muslim,45,69
ramadan,ramadan app,5,84
ramadan,ramadan planner,5,—
ramadan,ramadan timetable,5,35
ramadan,ramadan calendar,5,58
