source_keyword,related_keyword,popularity,competitiveness
plant identifier,picture this,63,77
plant identifier,picturethis,9,74
plant identifier,plantsnap,7,87
plant identifier,plant app,8,84
plant identifier,crystal,29,80
plant identifier,zen blossom,5,58
plant identifier,plant identifier scanner,5,48
plant identifier,houseplant identifier,5,80
