source_keyword,related_keyword,popularity,competitiveness
wall pilates,wall pilates,5,72
postpartum,postpartum workout,5,57
postpartum,postpartum exercises,5,40
postpartum,postpartum core recovery,5,—
postpartum,post partum exercises,5,33
postpartum,postpartum recovery,5,56
kids fitness,exercise for kids,5,65
kids fitness,fitness for kids,5,62
kids fitness,workout with kids,5,40
