source_keyword,related_keyword,popularity,competitiveness
pet health,pet desk,40,64
pet health,pet insurance,26,73
pet health,pet first aid,5,59
pet health,pet health tracker,5,62
pet health,pet health records,5,59
pet health,pet vaccine tracker,5,45
pet health,pet health app,5,51
pet health,pet medical records,5,50
