source_keyword,related_keyword,popularity,competitiveness
survival,survival games,60,89
survival,whiteout survival,61,95
survival,raft survival,52,64
survival,survival craft,48,70
survival,adventure games,50,71
survival,last war:,52,82
survival,survival sim,5,57
survival,free survival game,5,72
