source_keyword,related_keyword,popularity,competitiveness,total_results
prayer,prayer time,5,66,
prayer,gebetszeiten,7,57,
prayer,mosquée,5,67,
prayer,prayer-app,5,40,
prayer,prayer request,5,54,
prayer,prayers,5,96,
prayer,five prayer,46,92,
prayer,prayer app,5,94,
prayer,daily prayer,30,98,
prayer,book of common prayer,5,54,
prayer,prayer quotes,7,—,
prayer,prayer streak,5,54,
prayer,prayer prompts,5,47,
prayer,prayer strength,5,40,
prayer,prayer times,47,67,
praycom,5,83,
