source_keyword,related_keyword,popularity,competitiveness
basketball,basketball games,59,56
basketball,basket,41,66
basketball,mini basketball,8,75
basketball,basketball legends,5,69
basketball,baloncesto,8,79
basketball,dribble hoops,7,60
