source_keyword,related_keyword,popularity,competitiveness,total_results
fitness challenge,challenge,6,62,
fitness challenge,workout challenge,5,66,
fitness challenge,fitness challenger,5,47,
fitness challenge,30 day fitness challenge,9,49,
fitness challenge,7 minute workout & challenges,5,42,
fitness challenge,28 days exercise challenge,5,55,
fitness challenge,90 day workout challenge,5,54,
fitness challenge,75 hard workout challenge,5,41,
fitness challenge,30 day fitness challenge app,5,—,
