source_keyword,related_keyword,popularity,competitiveness
bus tracker,wheres the bus,40,57
bus tracker,bus app,52,93
bus tracker,parrot,52,78
bus tracker,cta bus tracker,19,96
bus tracker,bus checker,37,96
bus tracker,mbta bus tracker,16,66
bus tracker,school bus,9,71
bus tracker,bus tracking,5,94
bus tracker,bus route,7,82
