source_keyword,related_keyword,popularity,competitiveness,total_results
guitar tabs,guitar pro,8,90,
guitar tabs,ultimate guitar,55,82,
guitar tabs,chord,9,86,
guitar tabs,real guitar,9,55,
guitar tabs,chordify,48,79,
guitar tabs,pitch,7,42,
guitar tabs,guitartuna,56,68,
guitar tabs,guitar,59,90,
guitar tabs,guitar chords,7,87,
guitar tabs,how to play guitar,5,81,
guitar tabs,guitar tabs free,5,78,
