source_keyword,related_keyword,popularity,competitiveness
chakra,reiki,5,41
chakra,chakras,5,55
chakra,chakra healing,5,50
chakra,chakra meditation,5,55
chakra,spiritual awakening,5,53
chakra,sadhguru,8,56
chakra,mindvalley,7,92
