source_keyword,related_keyword,popularity,competitiveness,total_results
quran,muslim pro,54,60,
quran,prayer,7,96,
quran,quranic,9,78,
quran,koran,5,58,
quran,islam,40,68,
quran,muslim,45,69,
quran,english quran,9,46,
quran,coran pro,32,57,
quran,quran for kids,5,52,
quran,quran 360,15,56,
quran,tarteel,49,69,
quran,hindu,5,56,
quran,[muslim],40,51,
