source_keyword,related_keyword,popularity,competitiveness
sticker maker,nespresso,58,100
sticker maker,stiker,41,81
sticker maker,wasticker,62,93
sticker maker,sticker,54,88
sticker maker,photomator,45,76
sticker maker,sticker maker studio,9,85
sticker maker,free sticker maker,5,81
sticker maker,create sticker,6,81
sticker maker,sticker saver,5,83
sticker maker,magic sticker maker,5,78
sticker maker,create stickers,5,80
sticker maker,mix sticker maker,5,57
