source_keyword,related_keyword,popularity,competitiveness
itinerary,travel,54,100
itinerary,itinerary planner,33,95
itinerary,travel app,32,95
itinerary,vacation planner,24,94
itinerary,holiday planner,22,83
itinerary,packr,9,62
itinerary,packing list,5,66
itinerary,travel guide,9,79
itinerary,create itinerary,5,73
