source_keyword,related_keyword,popularity,competitiveness
tennis,tennis games,5,60
tennis,tenis,39,68
tennis,tennis channel,53,92
tennis,tennis match,7,53
tennis,tennis live,5,80
tennis,tennis clash,47,73
tennis,swingvision,5,71
tennis,tennis#,5,50
