source_keyword,related_keyword,popularity,competitiveness,total_results
tagebuch,journaling,7,79,
tagebuch,journal intime,5,57,
tagebuch,migräne tagebuch,7,61,
tagebuch,tagebuch app,5,87,
tagebuch,essen tagebuch,5,87,
tagebuch,journal tagebuch,5,56,
tagebuch,diario privado,5,40,
tagebuch,???????,44,66,
tagebuch,symptoms diary,5,55,
tagebuch,health diary app,5,—,
tagebuch,anger diary,5,—,
