source_keyword,related_keyword,popularity,competitiveness,total_results
chess,chest,7,87,
chess,learn chess,7,69,
chess,chess 3d,5,43,
chess,social chess,9,87,
chess,chess com,70,98,
chess,schach,7,85,
chess,echec,53,74,
chess,ajedrez online,37,72,
chess,lichess,57,82,
chess,chess clock,46,93,
chess,chess timer,7,92,
chess,chess puzzles,7,92,
chess,toilet finder,41,57,
chess,pocket chess,9,83,
chess,chees,45,68,
chess,chess online,45,80,
chess,battle chess,6,85,
