source_keyword,related_keyword,popularity,competitiveness,total_results
self love,mental health,49,87,
self love,gratitude,8,79,
self love,self care,5,79,
self love,daily,37,97,
self love,self improvement,25,79,
self love,wellness,36,76,
self love,daily affirmations,5,88,
self love,3 good things,5,46,
self love,self care for women,5,54,
self love,manifest,43,83,
self love,finch self care pet,44,61,
self love,self-love,5,53,
