source_keyword,related_keyword,popularity,competitiveness,total_results
tai chi,tai chi,5,52,
tai chi,beginner tai chi free,5,—,
tai chi,tai chi for beginners,5,56,
tai chi,beginner tai chi,5,43,
tai chi,senior tai chi,5,—,
tai chi,tai chi for beginners seniors,9,49,
tai chi,tai chi for beginners free,37,60,
tai chi,tai chi workouts,5,56,
tai chi,tai chi workout,5,60,
tai chi,chair tai chi,5,73,
tai chi,taichi,5,54,
