source_keyword,related_keyword,popularity,competitiveness
insect identifier,bug identifier,41,76
insect identifier,insect identifier free app,38,70
insect identifier,bug identifier free app,35,70
insect identifier,free bug identifier,21,67
insect identifier,picture insect,7,77
insect identifier,spider identifier,5,79
insect identifier,insect scanner,5,78
insect identifier,bug scanner,5,78
