source_keyword,related_keyword,popularity,competitiveness,total_results
meal prep,mediterranean diet meal plan,6,55,
meal prep,healthy,28,89,
meal prep,hello fresh,57,87,
meal prep,mealime,50,93,
meal prep,healthy roster,32,45,
meal prep,essensplaner,5,46,
meal prep,factor,52,87,
meal prep,essensplan,5,31,
meal prep,meal planner,54,87,
meal prep,meal plan,5,85,
meal prep,meal prep planner,33,85,
meal prep,meal planning,5,91,
meal prep,meal prep free,5,64,
meal prep,meal prepping,5,69,
