source_keyword,related_keyword,popularity,competitiveness
dividend tracker,day trading,51,98
dividend tracker,stock portfolio tracker,5,66
dividend tracker,dividends tracker,5,46
dividend tracker,401k tracker,5,73
dividend tracker,dividend,5,60
dividend tracker,portfolio tracking,5,66
dividend tracker,investment portfolio tracker,5,55
