source_keyword,related_keyword,popularity,competitiveness,total_results
running,running games,39,82,
running,fitness tracker,47,95,
running,jogging app,6,90,
running,all trails,66,97,
running,couch to 5k,55,94,
running,polar beat,8,35,
running,lauf app,51,91,
running,walkfit,49,79,
running,runna,60,82,
running,running app,61,92,
running,running maps,5,87,
running,runkeeper,48,96,
running,running workout,5,98,
running,running safety,5,91,
running,running+,5,48,
