source_keyword,related_keyword,popularity,competitiveness
brown noise,white noise,62,95
brown noise,white noise app free,34,66
brown noise,sound machine,37,86
brown noise,brown noise for sleep free,33,62
brown noise,box fan noise free,32,53
brown noise,green noise free,23,67
brown noise,fan noise free,20,47
brown noise,mynoise,8,75
brown noise,dark noise,5,64
brown noise,brown noise app,5,60
