source_keyword,related_keyword,popularity,competitiveness
reptile,reptile care,5,54
reptile,reptile tracker,5,50
reptile,reptile id,5,55
reptile,gecko,7,92
reptile,lizard,5,56
snake,snake game,53,88
snake,snake io,64,82
snake,snake clash,61,75
snake,slither io,62,82
snake,identify snake,5,48
snake,snake identification,5,49
