source_keyword,related_keyword,popularity,competitiveness
escape room,escape room games,54,51
escape room,escape game,45,70
escape room,adventure,47,82
escape room,spotlight,43,56
escape room,escape prison,10,49
escape room,100 doors,9,72
escape room,tricky doors,9,64
escape room,escape rooms,9,66
escape room,escape room game,5,52
escape room,mystery room,5,68
