source_keyword,related_keyword,popularity,competitiveness
aquarium,aquarium games,29,51
aquarium,fishdom,56,100
aquarium,aquarium tycoon,15,—
aquarium,aquarium land,9,79
aquarium,fish io,6,60
aquarium,super starfish,9,47
aquarium,aquarium design,5,55
aquarium,aquarium manager,5,53
aquarium,aquarium planner,5,49
aquarium,aquarium guide,5,50
aquarium,aquascape,5,54
aquarium,saltwater aquarium,5,49
aquarium,tap tap fish,8,51
