source_keyword,related_keyword,popularity,competitiveness,total_results
self esteem,confidence,5,75,
self esteem,self improvement,25,84,
self esteem,coaching,6,62,
self esteem,self love,5,83,
self esteem,wellness,36,76,
self esteem,self help,6,77,
self esteem,healing,5,88,
self esteem,self care for women,5,54,
self esteem,wellbeing,36,62,
self esteem,self-love,5,53,
