source_keyword,related_keyword,popularity,competitiveness,total_results
breakup,confidence,5,75,
breakup,spiritual,5,84,
breakup,break up,5,40,
breakup,ex breakup,5,40,
breakup,breakup help,5,40,
breakup,breakup app,5,47,
breakup,breakup recovery,5,54,
breakup,breakup support,5,52,
